NormTemp,Month,long,lat
27.3655192194333,"1",113.921134586049,-26.3380410580838
27.2160541994555,"1",113.921134586049,-24.6059902505149
30.184701477074,"1",113.921134586049,-22.873939442946
26.4819373227659,"1",114.421134586049,-27.2040664618682
27.4352252472409,"1",114.421134586049,-25.4720156542993
28.9331946076147,"1",114.421134586049,-23.7399648467305
25.6236492457646,"1",114.921134586049,-28.0700918656527
27.6444405230409,"1",114.921134586049,-26.3380410580838
28.3216217409451,"1",114.921134586049,-24.6059902505149
30.1508206957004,"1",114.921134586049,-22.873939442946
20.5795570999526,"1",115.421134586049,-34.1322696921437
25.4788404102319,"1",115.421134586049,-30.668168077006
25.3174188413525,"1",115.421134586049,-28.9361172694371
26.9236742311267,"1",115.421134586049,-27.2040664618682
28.1161393005943,"1",115.421134586049,-25.4720156542993
29.6726078480344,"1",115.421134586049,-23.7399648467305
30.4739846009017,"1",115.421134586049,-22.0079140391616
23.0693574954601,"1",115.921134586049,-33.2662442883593
24.4554689157483,"1",115.921134586049,-31.5341934807904
25.9375551093393,"1",115.921134586049,-29.8021426732215
26.3448371211868,"1",115.921134586049,-28.0700918656527
28.1083801273963,"1",115.921134586049,-26.3380410580838
29.6960453071635,"1",115.921134586049,-24.6059902505149
30.5181807911338,"1",115.921134586049,-22.873939442946
30.8367559596395,"1",115.921134586049,-21.1418886353771
21.1991025796904,"1",116.421134586049,-34.1322696921437
23.7617266758204,"1",116.421134586049,-32.4002188845748
26.0528889986387,"1",116.421134586049,-30.668168077006
26.3933626922185,"1",116.421134586049,-28.9361172694371
28.2384895911264,"1",116.421134586049,-27.2040664618682
29.5609427058322,"1",116.421134586049,-25.4720156542993
30.6438851522694,"1",116.421134586049,-23.7399648467305
31.1803330577498,"1",116.421134586049,-22.0079140391616
19.966815843278,"1",116.921134586049,-34.9982950959282
23.3037655889718,"1",116.921134586049,-33.2662442883593
25.1872987798329,"1",116.921134586049,-31.5341934807904
26.2345471994447,"1",116.921134586049,-29.8021426732215
27.6680016204825,"1",116.921134586049,-28.0700918656527
