NormTemp,Month,long,lat,Date,ObsTemp
23.3197583442015,11,113.921134586049,-26.3380410580838,2025-11-27,23.668853759765625
23.5673855178428,11,113.921134586049,-24.6059902505149,2025-11-27,24.940338134765625
26.2149453195972,11,113.921134586049,-22.873939442946,2025-11-27,24.401275634765625
21.8483434337196,11,114.421134586049,-27.2040664618682,2025-11-27,23.975494384765625
23.6314749766011,11,114.421134586049,-25.4720156542993,2025-11-27,25.924713134765625
25.1473742873345,11,114.421134586049,-23.7399648467305,2025-11-27,26.362213134765625
20.8359229320507,11,114.921134586049,-28.0700918656527,2025-11-27,22.575103759765625
23.3827525432022,11,114.921134586049,-26.3380410580838,2025-11-27,26.166900634765625
24.5990310960571,11,114.921134586049,-24.6059902505149,2025-11-27,26.694244384765625
26.3479006770126,11,114.921134586049,-22.873939442946,2025-11-27,27.692291259765625
17.2240515977435,11,115.421134586049,-34.1322696921437,2025-11-27,16.454010009765625
20.22576411402,11,115.421134586049,-30.668168077006,2025-11-27,21.356353759765625
20.4429798071614,11,115.421134586049,-28.9361172694371,2025-11-27,22.463775634765625
22.1443136973847,11,115.421134586049,-27.2040664618682,2025-11-27,24.975494384765625
23.9484503164073,11,115.421134586049,-25.4720156542993,2025-11-27,27.162994384765625
25.9381699861805,11,115.421134586049,-23.7399648467305,2025-11-27,27.727447509765625
26.8815243456141,11,115.421134586049,-22.0079140391616,2025-11-27,28.817291259765625
18.0498265349095,11,115.921134586049,-33.2662442883593,2025-11-27,17.307525634765625
19.2161171988603,11,115.921134586049,-31.5341934807904,2025-11-27,20.366119384765625
20.6499979843452,11,115.921134586049,-29.8021426732215,2025-11-27,21.983306884765625
21.3105815621667,11,115.921134586049,-28.0700918656527,2025-11-27,24.043853759765625
23.3561526713133,11,115.921134586049,-26.3380410580838,2025-11-27,26.473541259765625
25.882130463632,11,115.921134586049,-24.6059902505149,2025-11-27,28.080963134765625
27.2505807922828,11,115.921134586049,-22.873939442946,2025-11-27,29.618072509765625
27.7417597450669,11,115.921134586049,-21.1418886353771,2025-11-27,-273.15
17.070508149145,11,116.421134586049,-34.1322696921437,2025-11-27,15.256744384765625
18.2086496200147,11,116.421134586049,-32.4002188845748,2025-11-27,17.832916259765625
20.6245511017582,11,116.421134586049,-30.668168077006,2025-11-27,20.989166259765625
21.1953645403417,11,116.421134586049,-28.9361172694371,2025-11-27,23.705963134765625
23.2250645145536,11,116.421134586049,-27.2040664618682,2025-11-27,25.696197509765625
25.2347909464016,11,116.421134586049,-25.4720156542993,2025-11-27,27.254791259765625
27.1278843550461,11,116.421134586049,-23.7399648467305,2025-11-27,28.496978759765625
28.3256320744525,11,116.421134586049,-22.0079140391616,2025-11-27,27.932525634765625
16.0999424407019,11,116.921134586049,-34.9982950959282,2025-11-27,15.795806884765625
17.8484151094666,11,116.921134586049,-33.2662442883593,2025-11-27,16.647369384765625
19.8684914074319,11,116.921134586049,-31.5341934807904,2025-11-27,20.354400634765625
20.8326311772534,11,116.921134586049,-29.8021426732215,2025-11-27,22.608306884765625
22.4229607802134,11,116.921134586049,-28.0700918656527,2025-11-27,24.151275634765625
24.6431994039658,11,116.921134586049,-26.3380410580838,2025-11-27,26.973541259765625
26.8861670066174,11,116.921134586049,-24.6059902505149,2025-11-27,28.424713134765625
28.9153674887216,11,116.921134586049,-22.873939442946,2025-11-27,29.996978759765625
28.8021388522777,11,116.921134586049,-21.1418886353771,2025-11-27,28.653228759765625
16.4863789702238,11,117.421134586049,-34.1322696921437,2025-11-27,15.176666259765625
18.8579345617657,11,117.421134586049,-32.4002188845748,2025-11-27,18.381744384765625
20.2931786664276,11,117.421134586049,-30.668168077006,2025-11-27,21.252838134765625
21.6703749765119,11,117.421134586049,-28.9361172694371,2025-11-27,24.233306884765625
24.9302734114908,11,117.421134586049,-27.2040664618682,2025-11-27,25.346588134765625
26.0258365484799,11,117.421134586049,-25.4720156542993,2025-11-27,27.662994384765625
29.0042879909171,11,117.421134586049,-23.7399648467305,2025-11-27,30.565338134765625
29.8571019413451,11,117.421134586049,-22.0079140391616,2025-11-27,28.627838134765625
15.58315806045,11,117.921134586049,-34.9982950959282,2025-11-27,15.696197509765625
17.8806152750746,11,117.921134586049,-33.2662442883593,2025-11-27,16.487213134765625
19.8046500576023,11,117.921134586049,-31.5341934807904,2025-11-27,20.237213134765625
20.5350603422616,11,117.921134586049,-29.8021426732215,2025-11-27,23.067291259765625
23.6709900419054,11,117.921134586049,-28.0700918656527,2025-11-27,24.741119384765625
26.1419580712198,11,117.921134586049,-26.3380410580838,2025-11-27,26.805572509765625
27.4017394363696,11,117.921134586049,-24.6059902505149,2025-11-27,28.606353759765625
30.2045227750688,11,117.921134586049,-22.873939442946,2025-11-27,28.672760009765625
29.2989958860719,11,117.921134586049,-21.1418886353771,2025-11-27,29.293853759765625
16.3987959042119,11,118.421134586049,-34.1322696921437,2025-11-27,15.137603759765625
18.7064502668332,11,118.421134586049,-32.4002188845748,2025-11-27,18.112213134765625
19.9196376483324,11,118.421134586049,-30.668168077006,2025-11-27,21.358306884765625
22.4406760612102,11,118.421134586049,-28.9361172694371,2025-11-27,23.852447509765625
25.9299844117709,11,118.421134586049,-27.2040664618682,2025-11-27,25.694244384765625
26.3146615237294,11,118.421134586049,-25.4720156542993,2025-11-27,27.743072509765625
29.3121960591363,11,118.421134586049,-23.7399648467305,2025-11-27,30.143463134765625
30.5866181727053,11,118.421134586049,-22.0079140391616,2025-11-27,30.307525634765625
17.6346918594763,11,118.921134586049,-33.2662442883593,2025-11-27,16.309478759765625
